ASC_X12_850_004_010_DEFAULT_X->PER_Administrative_Communications_Conta_S4->_364_Communication_Number_E4,X12_00401_850->PER->PER04
ASC_X12_850_004_010_DEFAULT_X->PER_Administrative_Communications_Conta_S4->_365_Communication_Number_Qualifier_E5,X12_00401_850->PER->PER05
ASC_X12_850_004_010_DEFAULT_X->PER_Administrative_Communications_Conta_S4->_364_Communication_Number_E6,X12_00401_850->PER->PER06
ASC_X12_850_004_010_DEFAULT_X->PER_Administrative_Communications_Conta_S4->_365_Communication_Number_Qualifier_E7,X12_00401_850->PER->PER07
ASC_X12_850_004_010_DEFAULT_X->PER_Administrative_Communications_Conta_S4->_364_Communication_Number_E8,X12_00401_850->PER->PER08
ASC_X12_850_004_010_DEFAULT_X->PER_Administrative_Communications_Conta_S4->_443_Contact_Inquiry_Reference_E9,X12_00401_850->PER->PER09
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_325_Tax_Identification_Number_E1,X12_00401_850->TAX->TAX01
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_309_Location_Qualifier_E2,X12_00401_850->TAX->TAX02
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_310_Location_Identifier_E3,X12_00401_850->TAX->TAX03
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_309_Location_Qualifier_E4,X12_00401_850->TAX->TAX04
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_310_Location_Identifier_E5,X12_00401_850->TAX->TAX05
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_309_Location_Qualifier_E6,X12_00401_850->TAX->TAX06
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_310_Location_Identifier_E7,X12_00401_850->TAX->TAX07
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_309_Location_Qualifier_E8,X12_00401_850->TAX->TAX08
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_310_Location_Identifier_E9,X12_00401_850->TAX->TAX09
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_309_Location_Qualifier_E10,X12_00401_850->TAX->TAX10
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_310_Location_Identifier_E11,X12_00401_850->TAX->TAX11
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_441_Tax_Exempt_Code_E12,X12_00401_850->TAX->TAX12
ASC_X12_850_004_010_DEFAULT_X->TAX_Tax_Reference_S5->_1179_Customs_Entry_Type_Group_Code_E13,X12_00401_850->TAX->TAX13
